1	#	CAMINHO NO XML	CAMPO	REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO  \n SISTEMA NACIONAL NFS-e							EMISSORES PÚBLICOS NACIONAIS NFS-e \n (SEFIN, WEB, APP)			
49							Rej.	E0852	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE CANCELAMENTO DE NFS-e DEFERIDO POR ANÁLISE FISCAL pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
50		evento/pedRegEvento/infPedReg/e105104/	xDesc	-			-	-	-	-	-	-	-	-	-
51		evento/pedRegEvento/infPedReg/e105104/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
52		evento/pedRegEvento/infPedReg/e105104/	nProcAdm	-			-	-	-	-	-	-	-	-	-
53		evento/pedRegEvento/infPedReg/e105104/	cMotivo	-			-	-	-	-	-	-	-	-	-
54		evento/pedRegEvento/infPedReg/e105104/	xMotivo	-			-	-	-	-	-	-	-	-	-
55		evento/pedRegEvento/infPedReg/	e105105	Não é permitida a recepção do indeferimento de uma solicitação de cancelamento por análise fiscal sem que haja um Evento de Solicitação de Análise Fiscal para Cancelamento de NFS-e, que esteja pendente de deferimento ou indeferimento.			Rej.	E0856	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE CANCELAMENTO DE NFS-e INDEFERIDO POR ANÁLISE FISCAL pois não existe um EVENTO DE SOLICITAÇÃO DE ANÁLISE FISCAL PARA CANCELAMENTO DE NFS-e pendente para deferimento ou indeferimento.	1	V	-	V	-	-
56							Rej.	E0855	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE CANCELAMENTO DE NFS-E INDEFERIDO POR ANÁLISE FISCAL pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
57		evento/pedRegEvento/infPedReg/e105105/	xDesc	-			-	-	-	-	-	-	-	-	-
58		evento/pedRegEvento/infPedReg/e105105/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
59		evento/pedRegEvento/infPedReg/e105105/	nProcAdm	-			-	-	-	-	-	-	-	-	-
60		evento/pedRegEvento/infPedReg/e105105/	cMotivo	-			-	-	-	-	-	-	-	-	-
61		evento/pedRegEvento/infPedReg/e105105/	xMotivo	-			-	-	-	-	-	-	-	-	-
62		evento/pedRegEvento/infPedReg/	e202201	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO PRESTADOR, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0860	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO PRESTADOR pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
63		evento/pedRegEvento/infPedReg/e202201/	xDesc	-			-	-	-	-	-	-	-	-	-
64		evento/pedRegEvento/infPedReg/	e203202	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO TOMADOR, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0861	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO TOMADOR pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
65		evento/pedRegEvento/infPedReg/e203202/	xDesc	-			-	-	-	-	-	-	-	-	-
66		evento/pedRegEvento/infPedReg/	e204203	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO INTERMEDIÁRIO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0862	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO DO INTERMEDIÁRIO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
67		evento/pedRegEvento/infPedReg/e204203/	xDesc	-			-	-	-	-	-	-	-	-	-
68		evento/pedRegEvento/infPedReg/	e205204	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO TÁCITA, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0863	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - CONFIRMAÇÃO TÁCITA pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
69		evento/pedRegEvento/infPedReg/e205204/	xDesc	-			-	-	-	-	-	-	-	-	-
70		evento/pedRegEvento/infPedReg/e205204/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
71		evento/pedRegEvento/infPedReg/	e202205	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO PRESTADOR, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0864	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO PRESTADOR pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
72		evento/pedRegEvento/infPedReg/e202205/	xDesc	-			-	-	-	-	-	-	-	-	-
73		evento/pedRegEvento/infPedReg/e202205/	cMotivo	-			-	-	-	-	-	-	-	-	-
74		evento/pedRegEvento/infPedReg/e202205/	xMotivo	Se o campo cMotivo for igual a "9, - Outros", então a descrição do motivo tem preenchimento obrigatório.			Rej.	E1944	A  descrição do motivo é obrigatória caso o tipo do motivo seja "9 - Outros".	1	V	V	V	V	-
75		evento/pedRegEvento/infPedReg/	e203206	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO TOMADOR, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0866	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO TOMADOR pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
76		evento/pedRegEvento/infPedReg/e203206/	xDesc	-			-	-	-	-	-	-	-	-	-
77		evento/pedRegEvento/infPedReg/e203206/	cMotivo	-			-	-	-	-	-	-	-	-	-
78		evento/pedRegEvento/infPedReg/e203206/	xMotivo	Se o campo cMotivo for igual a "9, - Outros", então a descrição do motivo tem preenchimento obrigatório.			Rej.	E1949	A  descrição do motivo é obrigatória caso o tipo do motivo seja "9 - Outros".	1	V	V	V	V	-
79		evento/pedRegEvento/infPedReg/	e204207	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO INTERMEDIÁRIO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0868	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - REJEIÇÃO DO INTERMEDIÁRIO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
80		evento/pedRegEvento/infPedReg/e204207/	xDesc	-			-	-	-	-	-	-	-	-	-
81		evento/pedRegEvento/infPedReg/e204207/	cMotivo	-			-	-	-	-	-	-	-	-	-
82		evento/pedRegEvento/infPedReg/e204207/	xMotivo	Se o campo cMotivo for igual a "9, - Outros", então a descrição do motivo tem preenchimento obrigatório.			Rej.	E1954	A  descrição do motivo é obrigatória caso o tipo do motivo seja "9 - Outros".	-	V	V	V	V	-
83		evento/pedRegEvento/infPedReg/	e205208	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE MANIFESTAÇÃO DE NFS-e - ANULAÇÃO DA REJEIÇÃO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E0870	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE MANIFESTAÇÃO DE NFS-e - ANULAÇÃO DA REJEIÇÃO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
84		evento/pedRegEvento/infPedReg/e205208/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
85		evento/pedRegEvento/infPedReg/e205208/	idEvManifRej	O identificador do Evento de Manifestação de NFS-e - Rejeição a ser anulado deve existir no Sistema Nacional NFS-e e corresponder a um identificador de evento de rejeição vinculada à NFS-e informada no evento.			Rej.	E1963	O identificador do Evento de Manifestação de NFS-e - Rejeição a ser anulado deve existir no Sistema Nacional NFS-e e corresponder a um identificador de evento de rejeição vinculada à NFS-e informada no evento.	1	V	V	V	V	-
86		evento/pedRegEvento/infPedReg/e205208/	xMotivo	-			-			-	-	-	-	-	-
87		evento/pedRegEvento/infPedReg/	e305101	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE CANCELAMENTO DE NFS-e POR OFÍCIO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E1960	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE CANCELAMENTO DE NFS-e POR OFÍCIO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
88		evento/pedRegEvento/infPedReg/e305101/	xDesc	-			-	-	-	-	-	-	-	-	-
89		evento/pedRegEvento/infPedReg/e305101/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
90		evento/pedRegEvento/infPedReg/e305101/	nProcAdm	-			-	-	-	-	-	-	-	-	-
91		evento/pedRegEvento/infPedReg/e305101/	xProcAdm	-			-	-	-	-	-	-	-	-	-
92		evento/pedRegEvento/infPedReg/	e305102	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE BLOQUEIO DE NFS-e POR OFÍCIO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E1965	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE BLOQUEIO DE NFS-e POR OFÍCIO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
93		evento/pedRegEvento/infPedReg/e305102/	xDesc	-			-	-	-	-	-	-	-	-	-
94		evento/pedRegEvento/infPedReg/e305102/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
95		evento/pedRegEvento/infPedReg/e305102/	xMotivo	-			-	-	-	-	-	-	-	-	-
96		evento/pedRegEvento/infPedReg/e305102/	codEvento	O Evento de Bloqueio de NFS-e para um tipo de evento, deve ser rejeitado se já houver um evento de bloqueio de NFS-e para o mesmo tipo do evento que não esteja desbloquedo. \n  \n Obs: Verificar se para cada evento de bloqueio de NFS-e para um tipo de evento existe o correspondente desbloqueio. \n  \n Se os possíveis eventos de bloqueios de NFS-e para um tipo de evento não estiverem todos pareados com os seus respectivos desbloqueios, então o eveto de bloqueio de NFS-e do mesmo tipo que está sendo recepcionado pelo Sistema Nacional NFS-e deverá ser rejeitado.			Rej.	E1967	O sistema não pode recepcionar o Evento de Bloqueio de NFS-e por Ofício para <tipo_evento_bloqueio_NFS-e>, pois já existe o mesmo tipo de evento vinculado à NFS-e sem o Evento de Desbloqueio correpondente.	1	V	V	V	V	-
97		evento/pedRegEvento/infPedReg/	e305103	O Sistema Nacional NFS-e deve responder à recepção do EVENTO DE DESBLOQUEIO DE NFS-e POR OFÍCIO, conforme indicado nas linhas da respectiva coluna deste evento na planilha "RN EVENTOSxEVENTOS - Sistema Nacional NFS-e".			Rej.	E1970	O Sistema Nacional NFS-e não pode recepecionar o EVENTO DE DESBLOQUEIO DE NFS-e POR OFÍCIO pois, o evento de <nome_evento_vinculado_a_NFS-e> já está vinculado à NFS-e indicada no evento enviado, impedindo sua recepção.	1	V	V	V	V	-
98		evento/pedRegEvento/infPedReg/e305103/	xDesc	-			-	-	-	-	-	-	-	-	-
99		evento/pedRegEvento/infPedReg/e305103/	CPFAgTrib	-			-	-	-	-	-	-	-	-	-
100		evento/pedRegEvento/infPedReg/e305103/	idBloqOfic	O evento de Evento de Desbloqueio de NFS-e deve ser rejeitado se o identificador do bloqueio de oficio, indicado neste evento, não existir.			Rej.	E1976	Não existe o identificador de bloqueio informado neste evento para desbloqueio.	1	V	V	V	V	-
101							Rej.	E1978	O sistema não pode recepcionar o Evento Desbloqueio de NFS-e por Ofício, pois o Evento de Bloqueio indicado já foi desbloqueado.	1	V	V	V	V	-
102		evento/pedRegEvento/	Signature	A assinatura do Pedido de Registro de Evento deve ser válida.			Rej.	E1980	Arquivo enviado com erro na assinatura.	1	V	V	X	V	-
103							Rej.	E1983	Certificado Digital da assinatura inválido.	1	V	V	X	V	-
104							Rej.	E1986	Certificado Digital fora do padrão estabelecido.	1	V	V	X	V	-
105							Rej.	E1989	A assinatura é obrigatória quando for enviado para o Web Service.	1	V	V	X	V	-
106							Rej.	E1991	A assinatura deve ser feita com o certificado digital do emitente do Pedido de Registro de Evento. \n 	1	V	V	X	V	-
107		evento/	Signature	A assinatura do Evento deve ser válida.			Rej.	E2020	Arquivo enviado com erro na assinatura.	1	X	V	V	V	-
108							Rej.	E2023	Certificado Digital da assinatura inválido.	1	X	V	V	V	-
109							Rej.	E2026	Certificado Digital fora do padrão estabelecido.	1	X	V	V	V	-
110							Rej.	E2029	A assinatura é obrigatória quando for enviado paraa API.	1	X	V	V	V	-
111							Rej.	E2032	A assinatura deve ser feita com o certificado digital do município emissor do Evento. \n 	1	X	V	V	V	-
